IRIS;DISP_TP6020;DISP_Q120;DISP_MED20;DISP_Q320;DISP_EQ20;DISP_D120;DISP_D220;DISP_D320;DISP_D420;DISP_D620;DISP_D720;DISP_D820;DISP_D920;DISP_RD20;DISP_S80S2020;DISP_GI20;DISP_PACT20;DISP_PTSA20;DISP_PCHO20;DISP_PBEN20;DISP_PPEN20;DISP_PPAT20;DISP_PPSOC20;DISP_PPFAM20;DISP_PPMINI20;DISP_PPLOGT20;DISP_PIMPOT20;DISP_NOTE20
591310104;14,5;15600;19700;23860;0,42;12380;14740;16930;18500;21380;23070;25070;28240;2,3;2,6;0,182;70,8;s;s;s;27,7;3,4;8,7;2,7;4,4;1,6;-10,6;1
591360101;25,9;13330;17610;22610;0,53;10170;12110;14220;15940;19440;21280;24290;28030;2,8;3,2;0,229;52,2;46,5;3,5;2,2;38,8;4,3;14,6;3,5;7,8;3,3;-9,9;1
591360102;34,3;11950;16070;21620;0,60;9840;11220;12700;14210;18230;20320;23200;27310;2,8;3,4;0,249;53,4;46,5;3,6;3,3;31,9;6,3;18,3;4,4;10,0;3,9;-9,9;1
591360103;32,9;12230;15860;20910;0,55;9620;11350;12910;14360;17640;19380;22500;28470;3,0;3,6;0,254;56,0;48,4;3,9;3,7;28,3;5,8;19,8;4,2;11,2;4,4;-9,9;1
591390101;32,9;12110;16090;21480;0,58;9540;11350;12670;14690;18280;20260;23090;27820;2,9;3,7;0,268;53,7;48,4;3,8;1,5;33,9;5,6;17,4;4,2;9,2;4,0;-10,6;0
591390102;28,4;12860;17070;22230;0,55;10280;12060;13700;15440;19010;21070;23550;28310;2,8;3,1;0,228;59,7;53,2;4,0;2,5;31,8;4,1;14,5;4,7;6,7;3,1;-10,1;0
591390103;21,9;14060;18940;24580;0,56;11100;13210;15370;17140;21170;23260;26330;30700;2,8;3,3;0,238;58,5;49,9;4,3;4,3;38,9;3,9;10,2;2,9;5,2;2,1;-11,5;0
591390104;31,5;12280;16740;22790;0,63;9910;11500;13030;14820;18960;21220;24490;29990;3,0;3,8;0,269;59,4;51,3;3,7;4,4;30,2;6,3;15,3;3,9;7,8;3,6;-11,2;0
591390105;34,9;11700;16050;21230;0,59;9330;10910;12520;14300;18060;20070;22540;28500;3,1;3,9;0,277;56,0;45,3;4,5;6,2;28,7;4,9;21,6;4,6;11,9;5,1;-11,2;0
591390106;24,2;13530;18650;24090;0,57;10270;12390;14490;16580;20940;23020;26050;31240;3,0;3,6;0,254;63,7;57,1;3,7;2,9;30,3;5,6;12,3;3,6;6,1;2,6;-11,9;0
591430102;10,2;17960;23640;30870;0,55;13270;17000;19550;21780;26060;29240;33160;39580;3,0;3,9;0,274;72,6;62,7;2,8;7,1;26,8;12,3;4,8;1,9;2,0;0,9;-16,5;1
591430103;11,7;18130;23830;30470;0,52;12860;16530;19340;21540;26090;28590;32050;40450;3,1;3,8;0,260;79,0;70,4;2,3;6,3;24,3;7,3;5,7;2,3;2,4;1,0;-16,3;1
591430104;12,7;16640;22340;27540;0,49;12710;15480;18070;20270;24100;26200;29450;35330;2,8;3,1;0,224;72,5;66,1;2,8;3,6;28,8;5,8;7,3;2,9;3,0;1,4;-14,4;1
591520101;11,5;16800;22160;28540;0,53;12550;15580;17710;20280;24080;26790;30400;35430;2,8;3,3;0,236;77,4;70,6;2,6;4,2;22,0;8,0;6,6;2,4;3,1;1,1;-14,0;0
591520102;14,8;15930;20980;26080;0,48;11530;14750;17210;19370;22630;24880;27830;32220;2,8;3,2;0,221;75,4;70,1;3,2;2,1;23,2;6,3;7,7;2,7;3,6;1,4;-12,6;0
591520201;22,0;14040;18530;23490;0,51;10920;12980;15190;16630;20380;22150;25120;28850;2,6;3,0;0,212;62,7;59,1;2,9;0,7;30,5;5,4;11,1;3,3;5,5;2,3;-9,7;0
591520202;s;17470;23680;29660;0,51;13360;16150;18880;21470;26170;28650;31910;37400;2,8;3,6;0,252;74,6;67,1;2,7;4,8;27,1;9,1;4,5;1,9;1,8;0,8;-15,3;0
591520203;s;18650;23910;31040;0,52;14020;17210;19510;21850;26820;29560;32890;38610;2,8;3,5;0,252;75,9;66,8;2,5;6,6;23,7;11,1;5,1;2,4;2,0;0,7;-15,8;0
591530101;15,4;15560;20810;27570;0,58;12310;14460;16440;18530;23750;25940;29170;35320;2,9;3,3;0,236;64,6;58,5;3,6;2,5;30,8;9,9;7,8;2,7;3,8;1,3;-13,1;1
591530102;31,4;12330;16360;21870;0,58;9380;11210;13260;14830;17930;20330;23300;27950;3,0;3,7;0,253;58,6;s;s;s;25,1;7,4;18,6;5,5;9,3;3,8;-9,7;1
591530103;32,6;12230;16110;20660;0,52;9290;11270;12990;14710;17970;19610;22390;27130;2,9;3,3;0,233;47,2;42,1;3,4;1,7;37,5;5,2;18,8;4,0;10,8;4,0;-8,7;1
591530104;43,9;10880;14330;20240;0,65;8520;10240;11580;12870;16210;18740;22070;26400;3,1;3,8;0,266;53,0;45,2;5,1;2,7;24,3;5,7;26,1;4,9;15,0;6,2;-9,1;1
591530105;34,5;11880;15170;20330;0,56;9230;10950;12660;14010;16700;19410;22080;29410;3,2;3,5;0,249;55,0;47,3;5,2;2,5;28,1;8,2;18,0;4,6;9,5;3,9;-9,3;1
591550101;17,7;15010;19080;24290;0,49;11280;13870;15700;17550;20840;23260;25430;28980;2,6;2,9;0,209;72,2;66,0;4,4;1,8;24,0;3,9;11,1;3,1;5,6;2,4;-11,2;0
591550201;s;17760;22800;27870;0,44;13710;16440;18960;20840;24770;26580;29440;33790;2,5;3,0;0,214;76,4;70,8;2,9;2,7;27,6;5,6;5,7;2,2;2,5;1,0;-15,3;0
591550202;s;15390;20750;25540;0,49;11360;14310;16600;18550;22480;24530;26790;30210;2,7;3,0;0,214;72,8;66,0;3,5;3,3;26,6;3,9;8,5;3,0;3,9;1,6;-11,8;0
591550203;s;17790;21920;26570;0,40;13510;16790;18650;20250;23490;25450;28060;33460;2,5;2,7;0,196;75,8;68,4;3,1;4,3;26,7;5,5;6,0;2,2;2,8;1,0;-14,0;0
591550301;14,4;15340;18980;23290;0,42;12110;14560;16050;17450;20490;22250;24730;28380;2,3;2,6;0,191;64,1;59,2;3,8;1,1;34,2;3,2;9,1;2,8;4,4;1,9;-10,6;0
591550302;18,0;14840;19310;23980;0,47;11610;13720;15810;17470;20990;22860;25330;28890;2,5;2,9;0,210;68,1;61,9;3,8;2,4;29,8;4,1;9,6;3,1;4,4;2,1;-11,6;0
591550401;14,1;15740;20800;25980;0,49;12000;14680;17070;18830;22640;24730;27440;31800;2,7;3,0;0,215;60,7;55,6;3,1;2,0;39,3;5,0;7,6;2,1;3,8;1,7;-12,6;0
591550402;25,0;13490;17740;22820;0,53;10200;12510;14440;16020;19650;21930;24100;27850;2,7;3,0;0,215;65,2;59,5;4,6;1,1;27,4;3,8;13,3;3,9;6,4;3,0;-9,7;0
591550501;11,0;16890;21920;27880;0,50;12970;15890;17890;19770;24160;26320;29860;34240;2,6;3,1;0,219;69,2;63,1;3,6;2,5;34,6;4,3;5,3;1,4;2,8;1,1;-13,4;0
591630101;8,8;18530;24960;35120;0,66;13990;16870;19970;22500;28030;32300;37530;49290;3,5;4,8;0,320;76,2;65,2;2,5;8,5;26,9;12,9;4,2;1,6;1,8;0,8;-20,2;0
591630102;16,0;15810;20960;27130;0,54;11670;14730;16990;19010;22800;25460;29130;34550;3,0;3,5;0,240;75,7;69,9;3,7;2,1;25,5;4,9;7,7;2,0;4,0;1,7;-13,8;0
591630104;11,1;17630;23320;30540;0,55;12950;16350;19130;21270;26020;28720;33410;40230;3,1;3,8;0,263;84,2;74,8;3,5;5,9;20,0;5,8;6,3;2,0;3,1;1,2;-16,3;0
591630201;s;13910;19070;25020;0,58;11000;13100;15030;17220;21200;23400;26340;30510;2,8;3,2;0,234;73,3;66,2;3,5;3,6;22,7;3,6;12,2;4,4;5,6;2,2;-11,8;0
591630202;25,6;13320;18230;23840;0,58;10200;12600;14110;16040;19760;22220;25660;29710;2,9;3,2;0,229;76,1;70,1;4,5;1,5;17,0;3,0;14,9;5,0;6,9;3,0;-11,0;0
591630203;14,4;15860;23040;31960;0,70;11500;14730;17390;20050;26850;29850;34130;43190;3,8;4,8;0,315;80,6;68,4;3,1;9,1;21,7;10,9;6,7;2,3;3,0;1,4;-19,9;0
591630204;22,7;13880;19380;26190;0,64;10420;12880;15050;17310;22140;24960;27740;31630;3,0;3,5;0,241;78,9;72,6;4,2;2,1;17,9;3,4;11,9;3,9;5,7;2,3;-12,1;0
591630301;s;26940;40090;62820;0,90;19100;24920;28910;33780;47250;55080;73230;104130;5,5;9,0;0,452;70,1;54,6;1,9;13,6;22,8;36,3;1,1;0,4;0,5;0,2;-30,3;0
591630302;15,7;16130;22330;30600;0,65;11520;14800;17430;19800;25380;28530;32890;39410;3,4;4,4;0,290;72,8;65,4;3,3;4,1;27,0;9,4;7,3;2,0;3,7;1,6;-16,5;0
591650101;s;15240;20070;25560;0,51;12590;14220;16010;17820;22280;24400;27190;32610;2,6;3,0;0,220;59,9;55,3;3,2;1,4;37,8;4,1;10,0;3,1;5,0;1,9;-11,8;1
591650102;12,5;16530;22360;28740;0,55;12600;15290;17850;19980;24590;27370;30820;37000;2,9;3,4;0,241;69,2;62,7;2,5;4,0;33,0;5,4;7,0;2,6;3,1;1,3;-14,6;1
591650103;s;18810;24210;30680;0,49;14320;17620;19880;21830;26490;29180;32720;39540;2,8;3,1;0,226;70,9;63,9;2,4;4,6;32,4;7,0;4,8;2,0;2,1;0,7;-15,1;1
591700101;28,2;12990;16970;22280;0,55;10310;12290;13660;15360;18940;21050;23630;27780;2,7;3,2;0,229;64,1;58,0;4,4;1,7;26,2;4,4;15,4;4,6;7,5;3,3;-10,1;1
591700102;19,5;14210;18420;23280;0,49;11160;13460;15110;16900;20320;21780;24720;29000;2,6;2,9;0,215;60,5;54,2;3,8;2,5;34,0;4,2;11,5;3,7;5,6;2,2;-10,2;1
591720101;39,1;11620;14610;19300;0,53;9260;11000;12360;13530;16040;18140;21030;24750;2,7;3,0;0,220;56,4;49,5;5,4;1,5;24,4;3,3;23,6;6,9;11,5;5,2;-7,7;0
591720102;34,1;12450;15910;20760;0,52;9540;11600;13030;14390;17670;19720;22120;26400;2,8;3,3;0,235;63,6;55,6;4,8;3,2;22,1;3,3;20,5;6,0;10,3;4,2;-9,5;0
591720103;35,4;11950;15230;20370;0,55;9350;11300;12620;14150;17150;19380;21960;26480;2,8;3,3;0,239;57,1;51,3;4,3;1,5;27,1;3,6;21,1;5,8;10,8;4,5;-8,9;0
591720104;44,7;11160;13970;18240;0,51;8430;10480;11820;13020;15520;16920;19870;24080;2,9;3,7;0,254;51,2;41,9;4,5;4,8;24,7;4,5;28,0;7,2;14,4;6,4;-8,4;0
591720105;43,7;11040;14400;19540;0,59;8830;10570;11740;12900;16170;18390;20790;25090;2,8;3,3;0,239;53,8;47,4;4,6;1,8;22,4;4,1;27,5;7,0;14,0;6,5;-7,8;0
591720106;44,0;11030;14390;18620;0,53;9160;10600;11690;12970;15920;17710;19750;23370;2,6;3,0;0,219;47,7;41,7;4,8;1,2;26,3;3,4;29,4;8,1;14,8;6,5;-6,8;0
591780101;30,5;12560;15950;21830;0,58;9710;11840;13330;14710;17940;20260;23470;28160;2,9;3,2;0,235;64,3;58,9;4,0;1,4;23,7;2,7;18,9;5,8;9,1;4,0;-9,6;0
591780102;s;12480;17090;22330;0,58;10060;11840;13170;14870;18860;20780;24020;28590;2,8;3,3;0,238;56,5;49,9;3,7;2,9;35,0;3,4;15,2;3,1;8,4;3,7;-10,1;0
591780103;22,7;13910;20740;29780;0,77;10630;12740;15140;18070;23710;27460;32540;42770;4,0;5,2;0,320;70,5;57,8;3,6;9,1;29,1;7,9;10,4;1,6;5,9;2,9;-17,9;0
591780104;21,5;14110;20260;29720;0,77;10130;13030;15340;17930;23300;26940;32250;44540;4,4;5,6;0,342;66,9;56,7;3,5;6,7;30,0;10,9;10,2;1,6;5,7;2,9;-18,0;0
591780105;20,8;14190;21160;29230;0,71;10490;13150;15720;18430;23860;26980;31630;39710;3,8;4,6;0,304;70,8;58,9;3,2;8,7;27,5;7,7;10,6;2,7;5,6;2,3;-16,6;0
591780107;21,1;14170;19590;27240;0,67;10500;13240;15130;17100;22120;24880;29430;37350;3,6;4,5;0,303;71,5;61,9;3,5;6,1;27,9;7,1;9,8;2,2;5,1;2,5;-16,3;0
591780108;25,2;13410;18110;23470;0,56;10470;12420;14220;15950;19940;22220;25240;30320;2,9;3,2;0,233;68,7;62,3;4,1;2,3;24,9;2,6;14,9;4,5;7,0;3,4;-11,1;0
591780109;18,7;15060;21400;29600;0,68;10450;13670;16330;19200;24550;27870;32230;42040;4,0;4,9;0,309;65,3;56,1;3,2;6,0;34,4;8,6;8,6;1,5;4,8;2,3;-16,9;0
591780110;s;12870;17580;23030;0,58;9670;11900;13680;15680;19980;22060;24360;28810;3,0;3,4;0,239;63,9;58,6;4,6;0,7;28,1;3,5;15,3;3,6;8,0;3,7;-10,8;0
591780111;36,1;11530;15500;21150;0,62;8800;10860;12360;13930;17410;19730;22700;26930;3,1;3,6;0,252;61,2;53,9;5,4;1,9;24,3;3,0;21,0;5,0;11,2;4,8;-9,5;0
591780112;19,3;14800;19930;26900;0,61;11360;13580;15940;17920;22260;25110;28590;33410;2,9;3,3;0,238;69,7;65,3;3,0;1,4;29,5;4,2;9,7;3,3;4,6;1,8;-13,1;0
591780113;22,0;14110;20240;27910;0,68;9860;13140;14970;17430;23100;25940;30340;35980;3,6;4,6;0,298;68,7;60,4;3,8;4,5;29,7;6,7;10,9;2,3;5,8;2,8;-16,0;0
591780114;39,2;11440;14920;19230;0,52;9400;10860;12100;13520;16520;18270;20490;24330;2,6;3,0;0,222;52,0;44,4;5,7;1,9;27,1;2,2;25,9;6,5;13,7;5,7;-7,2;0
591780117;37,7;11360;15890;23570;0,77;9180;10700;12060;13790;18630;22190;26170;33060;3,6;4,2;0,296;55,3;48,8;3,7;2,8;33,1;4,8;19,5;4,6;10,3;4,6;-12,7;0
591790101;28,9;12680;17370;22260;0,55;9900;11780;13710;15570;19020;21270;24090;28520;2,9;3,4;0,240;66,4;59,7;4,1;2,6;25,9;3,9;14,6;4,7;6,9;3,0;-10,8;0
591790102;24,4;13530;17510;22850;0,53;10480;12460;14270;15990;19270;21720;24530;28440;2,7;3,1;0,223;68,6;63,8;4,0;0,8;23,6;4,1;13,7;5,5;5,7;2,5;-10,0;0
591790103;36,2;12120;15400;20850;0,57;9260;11220;12690;13970;17550;19560;22380;26190;2,8;3,1;0,223;57,7;51,1;5,4;1,2;28,0;1,5;21,0;4,8;11,3;4,9;-8,2;0
591790104;21,7;14020;18630;24210;0,55;10360;13270;15040;16810;20470;22680;25560;30310;2,9;3,3;0,232;59,7;54,8;3,4;1,5;35,6;4,2;10,9;3,1;5,7;2,1;-10,4;0
591830101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
591830201;15,2;15940;21830;28490;0,58;11990;14640;17360;19430;23960;26550;30370;35800;3,0;3,7;0,251;63,8;56,9;3,7;3,2;37,8;6,5;6,8;1,5;3,4;1,9;-14,9;0
591830202;19,9;14780;20230;26800;0,59;10400;13500;16160;18220;22540;25270;28690;33810;3,3;4,1;0,265;64,3;57,6;3,6;3,1;35,3;6,5;9,0;1,5;4,9;2,6;-15,1;0
591830203;33,8;11720;17050;23590;0,70;8790;10960;12710;14590;19420;21840;25390;32070;3,6;4,9;0,306;63,0;54,4;3,9;4,7;26,4;7,4;17,0;2,8;9,4;4,8;-13,8;0
591830301;10,9;19100;27620;37930;0,68;12990;17150;20970;24220;30670;34910;41570;56420;4,3;5,4;0,323;74,6;61,3;2,7;10,6;31,5;13,4;3,7;0,8;1,9;1,0;-23,2;0
591830401;33,2;12320;15430;19550;0,47;9660;11600;13050;14140;16860;18520;20850;23440;2,4;2,7;0,193;49,6;43,2;6,1;0,3;33,8;2,3;21,4;3,8;11,7;5,9;-7,1;0
591830402;20,2;14810;21800;28260;0,62;10600;13410;16350;19180;24310;26720;30120;36090;3,4;3,9;0,263;63,2;56,8;2,7;3,7;36,2;6,2;8,2;2,0;4,2;2,0;-13,8;0
591830501;s;19260;26930;34600;0,57;13580;17840;21360;24350;29720;32490;37050;46920;3,5;4,4;0,283;78,6;66,8;2,8;9,0;29,4;9,2;4,3;0,9;2,3;1,1;-21,5;0
591830502;9,9;19410;26050;33610;0,54;13660;17560;20890;23400;28860;31490;36620;44100;3,2;4,2;0,283;72,9;62,5;2,4;8,0;31,4;11,5;4,3;1,0;2,2;1,1;-20,1;0
591830503;12,0;17520;24070;30910;0,56;12820;16010;18570;21470;26480;29130;33140;39020;3,0;3,7;0,255;80,6;71,2;2,8;6,6;24,3;6,8;5,3;1,9;2,4;1,0;-17,0;0
591830601;s;19760;26220;35320;0,59;14060;17530;21060;23570;28930;32990;38810;50680;3,6;4,4;0,291;70,0;58,5;2,7;8,8;35,8;13,2;3,2;1,1;1,4;0,7;-22,2;0
591830602;s;17540;23080;29520;0,52;13150;16210;18570;21030;25100;27780;31250;37140;2,8;3,4;0,237;39,0;35,1;2,0;1,9;64,9;7,1;3,9;0,5;2,3;1,1;-14,9;0
591830603;13,6;15950;21440;28970;0,61;12080;14930;17070;19030;24300;27290;31970;39200;3,2;4,1;0,287;47,7;41,5;2,4;3,8;53,7;9,6;5,3;0,8;3,0;1,5;-16,3;0
591830701;14,2;16350;21740;28270;0,55;12340;15000;17390;19880;24000;26880;29830;35580;2,9;3,5;0,240;75,9;66,9;3,2;5,8;27,2;4,9;6,8;1,6;3,6;1,6;-14,8;0
591830702;16,9;15230;20280;25810;0,52;11630;14220;16410;18230;22100;24170;27270;32640;2,8;3,3;0,236;67,5;60,4;3,9;3,2;29,5;7,3;8,4;2,2;4,2;2,0;-12,7;0
591830801;12,0;17620;25260;35630;0,71;12260;16000;18800;22400;28720;32510;38470;48430;4,0;4,5;0,292;69,4;58,8;2,9;7,7;37,5;8,7;4,6;1,2;2,3;1,1;-20,2;0
591830802;17,5;15420;21540;27420;0,56;11650;14150;16780;19190;23750;25980;29020;34030;2,9;3,5;0,238;66,5;60,1;2,9;3,5;33,7;5,7;8,1;2,6;3,8;1,7;-14,0;0
591830803;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
591830901;9,5;20340;26910;34400;0,52;14140;18580;21570;24530;29790;32550;37310;47560;3,4;4,3;0,283;75,3;62,6;2,3;10,4;31,9;10,5;3,7;1,1;1,9;0,7;-21,4;0
591830902;15,3;15690;22070;29710;0,64;11960;14560;17220;19680;24840;27970;32380;41570;3,5;4,7;0,313;68,9;57,9;2,5;8,5;30,9;11,7;6,8;1,9;3,4;1,5;-18,3;0
591831001;36,3;12040;14780;20150;0,55;9490;11350;12750;13800;16650;18870;21300;25610;2,7;3,0;0,219;56,0;49,6;5,8;0,6;28,8;2,2;21,3;4,7;11,2;5,4;-8,3;0
591831002;40,3;11510;14850;19540;0,54;9320;10840;12090;13380;16510;18450;20760;24170;2,6;3,1;0,227;55,5;48,9;6,1;0,5;26,7;2,2;24,0;4,3;13,4;6,3;-8,4;0
591831101;25,9;13300;18010;23720;0,58;10570;12570;14040;15990;20070;22120;25010;28650;2,7;3,0;0,220;69,2;62,7;4,5;2,0;24,5;2,9;13,5;4,7;6,0;2,8;-10,1;0
591831102;44,8;10870;13940;19120;0,59;8800;10110;11400;12760;15810;17820;20340;23930;2,7;3,1;0,229;48,7;42,0;5,6;1,1;31,6;2,3;24,9;5,7;12,9;6,3;-7,5;0
591831201;18,5;14830;19450;24430;0,49;11360;13860;15870;17650;21190;23230;26230;29640;2,6;3,0;0,216;66,1;60,6;3,9;1,6;30,8;3,6;10,9;3,2;5,4;2,3;-11,4;0
591831202;10,1;16920;21680;27420;0,48;13420;15980;17950;19650;23390;26250;29090;34480;2,6;3,0;0,218;69,5;63,9;3,2;2,4;32,8;4,8;6,2;2,5;2,7;1,0;-13,3;0
591831301;13,3;15390;20100;24950;0,48;12370;14520;16310;18290;21610;23820;26020;31060;2,5;2,8;0,206;66,9;61,9;3,2;1,8;31,7;4,4;8,6;3,3;3,8;1,5;-11,6;0
591831302;12,8;16000;21690;26470;0,48;12260;14960;17480;19800;23430;25280;27740;32640;2,7;2,9;0,208;61,6;55,9;3,0;2,7;40,0;4,1;6,9;2,5;3,2;1,2;-12,6;0
591831303;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
591831401;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
591831501;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
591831502;30,2;12700;16340;21620;0,55;10020;11800;13430;14830;18050;20340;22770;26770;2,7;3,1;0,222;59,3;53,6;5,4;0,3;29,5;2,7;17,3;5,2;8,0;4,1;-8,8;0
591831503;22,7;13780;17480;21270;0,43;11120;13020;14550;16200;18540;20320;22900;26520;2,4;2,8;0,203;65,3;58,9;3,6;2,8;29,4;1,6;13,5;4,2;6,6;2,7;-9,8;0
591831601;41,9;11360;14480;18160;0,47;9620;11030;12120;13250;16040;17460;19420;22760;2,4;3,0;0,224;58,2;s;s;s;24,9;1,8;23,6;7,1;10,7;5,8;-8,5;0
591831602;s;17420;20470;25120;0,38;13760;15960;18360;19450;21870;23930;26540;30230;2,2;2,5;0,179;58,6;54,4;2,4;1,8;42,9;3,8;6,1;2,9;2,4;0,8;-11,4;0
591831701;29,8;12840;17060;22400;0,56;9700;11770;13500;15020;18990;21180;23900;28240;2,9;3,3;0,233;64,6;58,2;4,5;1,9;26,4;3,2;16,0;4,1;8,1;3,8;-10,2;0
591831801;12,5;15890;19540;24040;0,42;13000;14850;16770;18250;21150;22790;25590;29540;2,3;2,7;0,193;64,7;59,0;4,0;1,7;36,0;3,2;7,0;3,0;2,8;1,2;-10,9;0
591831802;51,7;10150;13240;17390;0,55;8280;9630;10710;12090;14590;16180;18610;22140;2,7;3,2;0,226;47,1;41,7;5,0;0,4;28,7;1,6;29,4;5,0;17,0;7,4;-6,8;0
591831803;15,8;15660;19910;24660;0,45;11370;14590;16710;18210;21670;23580;26100;29910;2,6;2,9;0,204;65,3;58,9;4,1;2,3;33,5;4,4;8,2;3,2;3,6;1,4;-11,4;0
591831901;27,7;12980;16510;21250;0,50;10090;12140;13780;15070;18360;20220;22450;25350;2,5;2,7;0,200;56,7;s;s;s;31,3;2,4;18,1;4,0;9,8;4,3;-8,5;0
591831902;26,3;13090;16910;21920;0,52;9780;12250;13770;15190;18670;20660;23000;28070;2,9;3,2;0,228;61,6;56,0;4,1;1,5;26,9;4,5;16,6;4,6;8,4;3,6;-9,6;0
591832001;s;15890;19900;24200;0,42;12920;14900;16760;18480;21550;23370;25370;30060;2,3;2,7;0,196;65,7;60,4;3,7;1,6;34,1;3,7;7,8;3,0;3,6;1,2;-11,3;0
591832002;15,7;15300;19800;24730;0,48;11390;14210;16160;18070;21360;23350;26280;30660;2,7;2,9;0,211;67,1;60,0;4,0;3,1;32,6;3,3;8,5;3,1;3,9;1,5;-11,5;0
592050101;20,8;14150;18210;22840;0,48;10990;13190;14860;16410;19880;22090;24200;27940;2,5;2,9;0,209;66,8;59,8;4,3;2,7;26,6;3,4;13,0;3,9;6,4;2,7;-9,8;1
592050102;33,6;12180;16170;21560;0,58;9900;11420;12960;14520;17980;20180;23000;27510;2,8;3,3;0,241;60,7;53,4;4,5;2,8;26,2;5,0;17,7;5,1;9,0;3,6;-9,6;1
592050103;27,9;12970;17060;22170;0,54;9890;12160;13820;15320;19010;21180;23320;27210;2,8;3,1;0,220;60,9;55,7;4,1;1,1;28,7;3,3;16,1;4,8;8,0;3,3;-9,0;1
592120101;11,6;17300;21740;27740;0,48;13060;16250;18530;19990;24080;26350;29210;34980;2,7;3,2;0,236;74,5;65,9;2,8;5,8;26,6;8,1;5,1;2,3;2,0;0,8;-14,3;1
592120102;12,6;16080;20830;26140;0,48;12770;15110;17200;18940;22840;25180;27710;32460;2,5;3,0;0,219;73,6;66,6;3,0;4,0;25,6;5,8;7,6;3,1;3,2;1,3;-12,6;1
592200101;25,8;13380;18350;23960;0,58;9910;12410;14220;16100;20500;22810;25600;30890;3,1;3,8;0,259;74,3;65,6;4,7;4,0;20,0;4,7;13,3;4,5;6,0;2,8;-12,3;0
592200102;15,8;15840;21000;27080;0,54;11690;14570;17410;19420;22930;25580;28730;34110;2,9;3,5;0,242;78,0;70,2;3,6;4,2;23,1;5,1;7,7;3,7;2,9;1,1;-13,9;0
592200103;21,5;14050;19340;25490;0,59;11330;13220;15150;17470;21290;23610;27280;32620;2,9;3,4;0,242;68,2;61,6;3,8;2,8;27,9;5,1;10,9;3,8;4,8;2,3;-12,1;0
592200201;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
592200202;s;17820;24410;31650;0,57;13290;16850;19580;21800;26790;29750;33530;40170;3,0;3,5;0,245;81,1;76,7;2,1;2,3;24,8;5,0;5,9;2,6;2,3;1,0;-16,8;0
592200203;s;20870;27160;34600;0,51;15270;19540;22080;24500;29440;32620;36430;42440;2,8;3,4;0,242;72,8;65,5;1,8;5,5;34,3;8,6;3,2;1,5;1,2;0,5;-18,9;0
592200204;13,3;16920;22170;28210;0,51;12110;15310;18220;20140;24410;26820;29770;34140;2,8;3,3;0,224;72,7;67,5;2,4;2,8;29,3;4,4;7,3;3,0;3,0;1,3;-13,7;0
592200205;s;19260;24050;29610;0,43;14440;18140;20430;22140;26130;28440;31130;37610;2,6;3,1;0,223;73,6;67,8;2,4;3,4;29,6;6,5;5,1;2,2;2,1;0,8;-14,8;0
592250101;22,8;13760;18140;24010;0,57;10650;12730;14360;16430;20040;22570;25650;30270;2,8;3,4;0,241;63,4;57,4;3,6;2,4;29,9;6,5;11,2;3,3;5,5;2,4;-11,0;1
592250102;21,0;14430;19350;25660;0,58;10240;13110;15640;17340;21640;24350;27360;32300;3,2;3,6;0,247;63,8;57,4;3,7;2,7;30,6;7,4;10,2;2,8;5,5;1,9;-12,0;1
592250103;23,5;13820;19770;25490;0,59;10740;12810;14660;17360;21980;24100;27450;32000;3,0;3,6;0,250;65,9;60,2;3,0;2,7;30,8;5,6;9,7;3,1;4,7;1,9;-12,0;1
592270101;21,8;14090;18190;23710;0,53;10970;13150;14960;16570;20110;22590;25140;30770;2,8;3,1;0,227;74,2;66,4;4,4;3,4;21,2;3,1;12,3;4,6;5,3;2,4;-10,8;1
592270102;14,7;15580;20070;25540;0,50;12140;14370;16740;18570;21810;24070;26800;30690;2,5;3,0;0,217;66,3;59,1;3,6;3,6;33,5;4,6;7,4;2,7;3,4;1,3;-11,8;1
592300101;28,5;12720;17900;23740;0,62;9840;11680;13580;15330;19960;22730;25250;29980;3,0;3,5;0,251;59,7;53,6;3,4;2,7;30,9;5,5;15,2;4,6;7,5;3,1;-11,3;1
592300102;18,3;15180;20380;26030;0,53;11290;13760;16200;18300;22440;24630;27280;31840;2,8;3,2;0,226;68,1;63,6;2,6;1,9;28,2;7,3;8,6;2,6;4,5;1,5;-12,2;1
