IRIS;DISP_TP6020;DISP_Q120;DISP_MED20;DISP_Q320;DISP_EQ20;DISP_D120;DISP_D220;DISP_D320;DISP_D420;DISP_D620;DISP_D720;DISP_D820;DISP_D920;DISP_RD20;DISP_S80S2020;DISP_GI20;DISP_PACT20;DISP_PTSA20;DISP_PCHO20;DISP_PBEN20;DISP_PPEN20;DISP_PPAT20;DISP_PPSOC20;DISP_PPFAM20;DISP_PPMINI20;DISP_PPLOGT20;DISP_PIMPOT20;DISP_NOTE20
581340101;s;15810;19770;24250;0,43;12840;14950;16810;18420;21520;23250;25300;29040;2,3;2,5;0,183;54,8;50,3;2,6;1,9;41,9;3,8;9,5;2,2;5,4;1,9;-10,0;1
581340102;s;15850;20550;25230;0,46;11950;14850;16920;18920;22290;24080;26590;30370;2,5;3,0;0,211;51,9;47,0;2,0;2,9;46,1;4,3;9,3;1,7;5,5;2,1;-11,6;1
581940101;18,8;15240;20670;26680;0,55;10800;13870;16370;18350;22680;24950;28080;33510;3,1;3,6;0,246;60,0;54,3;3,4;2,3;37,2;7,4;8,8;1,5;5,2;2,1;-13,4;0
581940102;21,9;13910;19980;27300;0,67;10120;12920;15090;17710;21940;25390;29480;38510;3,8;5,2;0,323;64,6;54,5;3,1;7,0;30,6;10,7;10,2;1,3;6,0;2,9;-16,1;0
581940103;14,7;15990;21680;30040;0,65;11690;14770;17130;19300;24380;27610;32710;41090;3,5;4,5;0,295;61,2;54,1;2,3;4,8;38,0;10,5;8,0;1,3;4,7;2,0;-17,7;0
581940104;24,4;13660;19100;26030;0,65;9350;12310;14410;16500;21580;24400;28180;35640;3,8;4,8;0,300;64,8;56,9;3,5;4,4;29,2;8,4;12,3;1,5;7,4;3,4;-14,7;0
581940105;s;19120;25790;33970;0,58;13270;17460;21080;23320;28410;31300;36670;45770;3,5;4,6;0,301;58,8;49,6;1,4;7,8;44,8;12,3;3,8;0,8;2,1;0,9;-19,7;0
581940106;16,5;15860;20490;25760;0,48;11740;14420;16730;18990;22350;24880;27360;32360;2,8;3,3;0,229;55,0;51,2;2,1;1,7;43,0;5,9;8,7;2,2;4,7;1,8;-12,6;0
581940107;19,6;14270;20040;26500;0,61;10950;13540;15680;18010;22310;24970;27810;33660;3,1;3,8;0,267;59,2;52,6;2,3;4,3;39,6;5,6;10,1;2,6;5,3;2,2;-14,5;0
581940108;48,2;10700;13620;18280;0,56;8210;9770;11380;12550;15210;17180;19720;23090;2,8;3,3;0,239;42,4;s;s;s;31,8;2,9;30,4;7,0;17,0;6,4;-7,5;0
581940109;51,5;10190;13280;17080;0,52;8370;9590;10710;12130;14680;16270;18150;20760;2,5;2,8;0,202;33,7;s;s;s;31,3;1,9;38,0;6,6;23,2;8,2;-4,9;0
581940110;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
581940111;14,1;15610;20110;24680;0,45;12290;14710;16800;18530;21910;23660;25760;29880;2,4;2,8;0,200;54,7;49,3;2,6;2,8;45,0;4,3;7,4;1,5;4,3;1,6;-11,4;0
581940112;s;16480;20830;25730;0,44;12420;15350;17420;19160;22580;24680;26770;30930;2,5;2,8;0,201;53,5;49,1;3,0;1,4;45,0;5,2;8,0;1,8;4,8;1,4;-11,7;0
581940113;11,9;17280;24210;31180;0,57;13030;15610;18640;21710;26570;29460;33700;42650;3,3;4,2;0,282;59,4;53,6;1,9;3,9;41,6;11,0;5,3;1,4;2,8;1,1;-17,3;0
581940114;11,8;16800;22790;28960;0,53;12850;15620;18180;20640;25230;27270;30770;36630;2,9;3,5;0,246;65,2;59,5;1,8;3,9;36,7;6,8;6,6;2,1;3,2;1,3;-15,3;0
581940115;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
581940116;30,1;12400;16720;22720;0,62;9100;11480;13440;14710;18990;21530;24170;28730;3,2;3,7;0,254;49,9;44,6;3,2;2,1;38,1;3,9;18,2;4,7;10,0;3,5;-10,1;0
581940117;19,0;14940;20140;26620;0,58;10740;13590;15980;18130;22610;25170;28390;34260;3,2;3,8;0,257;64,7;57,4;2,6;4,7;34,3;4,9;9,8;2,5;5,1;2,2;-13,7;0
581940118;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
581940119;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
583030101;s;19870;24560;32140;0,50;15260;18710;21260;22930;26930;29980;33930;39610;2,6;3,9;0,280;64,7;55,4;1,5;7,8;38,0;13,0;3,0;1,1;1,4;0,5;-18,7;1
583030102;s;18440;23460;28660;0,44;14090;17110;19550;21550;25130;27270;30020;35240;2,5;3,1;0,225;54,4;47,1;2,0;5,3;47,4;7,8;4,8;1,6;2,2;1,0;-14,4;1
583030103;s;14720;20580;25850;0,54;11690;13510;15760;18360;22420;25010;27370;32680;2,8;3,3;0,231;53,5;49,4;2,4;1,7;44,0;5,5;9,3;2,3;4,9;2,1;-12,3;1
583030104;s;15750;19810;24690;0,45;13020;14970;16310;17760;21440;23790;26200;29320;2,3;2,5;0,190;51,6;47,8;2,4;1,4;47,2;4,0;8,0;1,9;4,4;1,7;-10,8;1
583030105;s;17220;21660;26430;0,42;13400;16210;18210;20140;23250;25240;27750;32140;2,4;2,6;0,189;56,4;52,7;2,3;1,4;45,8;4,6;5,2;1,6;2,7;0,9;-12,0;1
590080101;23,4;13650;18320;23880;0,56;10690;12780;14550;16220;20460;22620;25780;29160;2,7;3,2;0,229;71,6;66,2;3,5;1,9;22,0;3,4;13,8;4,9;6,1;2,8;-10,8;0
590080102;34,1;11970;15880;21210;0,58;9820;11200;12840;14370;17850;20020;22770;26910;2,7;3,4;0,247;63,6;56,3;4,6;2,7;23,5;4,9;18,4;5,9;8,5;4,0;-10,4;0
590080103;23,6;13720;18090;23130;0,52;10750;13110;14780;16150;19800;21830;24420;28280;2,6;2,9;0,212;58,1;54,0;3,2;0,9;33,8;4,0;13,9;3,7;7,5;2,7;-9,8;0
590080104;28,8;12970;16810;21940;0,53;9940;12080;13680;15090;18550;20850;23100;26600;2,7;3,2;0,232;64,2;57,2;4,5;2,5;25,4;3,9;16,2;5,6;7,6;3,0;-9,7;0
590090101;s;19990;27130;35840;0,58;14570;18130;21230;24080;30000;33610;37760;45520;3,1;3,8;0,257;87,7;78,7;3,6;5,4;19,1;7,5;4,2;1,8;1,7;0,7;-18,5;0
590090102;s;20640;27950;35770;0,54;16130;19350;21960;24770;30810;33750;37590;47300;2,9;3,7;0,267;84,7;76,3;2,1;6,3;23,1;9,0;2,9;1,4;1,0;0,5;-19,7;0
590090103;22,8;13800;19330;25710;0,62;10410;13010;14900;17310;21210;23690;27670;32890;3,2;3,7;0,255;82,9;76,3;4,1;2,5;15,1;3,6;11,6;3,9;5,3;2,4;-13,2;0
590090104;s;22680;30440;40790;0,60;16200;20860;24250;27630;34040;38630;44300;55820;3,4;4,7;0,309;79,9;70,9;2,9;6,1;21,8;15,3;2,6;1,3;0,9;0,4;-19,6;0
590090201;s;18270;24960;31970;0,55;12400;16710;19260;22600;27430;30440;33470;38090;3,1;3,6;0,247;83,5;74,9;2,6;6,0;23,5;3,2;6,4;2,7;2,6;1,1;-16,6;0
590090202;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
590090203;9,7;19830;26220;33510;0,52;13560;18320;20960;23410;28850;31640;35380;42470;3,1;3,5;0,239;77,7;71,2;2,3;4,2;28,7;7,5;4,5;1,9;1,8;0,8;-18,4;0
590090204;14,7;15180;20390;25780;0,52;12180;14310;16330;18550;22260;24600;27760;32810;2,7;3,2;0,234;72,0;67,7;3,7;0,6;26,3;4,5;10,3;3,4;4,7;2,2;-13,1;0
590090206;9,2;19190;25680;33300;0,55;13920;17760;20630;23070;28420;31530;35640;42870;3,1;3,7;0,257;76,9;68,1;2,3;6,5;32,7;5,9;4,0;1,3;2,0;0,7;-19,5;0
590090207;s;18550;24390;31920;0,55;12670;17240;19900;21930;27390;30230;34360;38570;3,0;3,7;0,245;73,3;66,4;2,7;4,2;33,2;5,8;4,5;1,6;2,0;0,9;-16,8;0
590090301;12,3;17210;23320;31330;0,61;12550;15710;18670;21100;25970;29440;34050;39250;3,1;3,6;0,252;73,8;68,6;2,4;2,8;31,0;5,2;6,3;2,0;3,1;1,2;-16,3;0
590090303;16,1;16160;22130;29810;0,62;11440;14720;17670;19640;24710;27750;31980;37890;3,3;3,8;0,259;73,5;68,4;2,9;2,2;28,5;4,7;7,8;2,4;3,6;1,8;-14,5;0
590090304;17,5;16070;22600;30520;0,64;11640;14290;17170;19720;25430;28410;32940;40440;3,5;4,1;0,275;80,1;72,6;3,0;4,5;22,5;5,2;8,2;3,3;3,3;1,6;-16,0;0
590090305;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
590090306;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
590090401;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
590090402;s;30260;41880;62740;0,78;21900;27390;32090;36550;49870;57890;68470;101930;4,7;5,5;0,349;73,8;61,3;1,9;10,6;26,2;28,8;0,9;0,5;0,3;0,1;-29,7;0
590090403;s;22700;33840;46050;0,69;16850;20730;25050;29580;38170;43320;49800;66170;3,9;6,7;0,387;75,7;64,3;2,3;9,1;23,0;26,2;1,6;0,6;0,7;0,3;-26,5;0
590090404;14,9;17140;24930;33950;0,67;11660;15040;19040;21590;28140;31370;36660;44480;3,8;4,6;0,287;74,2;68,6;2,7;2,9;29,8;9,3;4,7;1,9;1,8;1,0;-18,0;0
590090405;6,4;20710;27870;36540;0,57;15260;19160;22090;24700;30810;34530;39800;49900;3,3;4,0;0,272;83,7;75,7;2,1;5,9;23,2;10,0;3,1;1,4;1,2;0,5;-20,0;0
590090501;s;19200;25500;33620;0,57;13950;17690;20510;23260;28350;31530;36500;46790;3,4;4,2;0,283;81,5;72,1;2,8;6,6;23,3;9,5;4,1;1,7;1,6;0,8;-18,4;0
590090502;28,3;12660;16870;23030;0,61;9410;11680;13700;15280;19020;21460;24830;30160;3,2;3,8;0,261;70,5;62,0;5,0;3,5;20,2;5,1;15,8;5,3;7,6;2,9;-11,6;0
590090504;32,5;12430;16300;21650;0,57;9750;11490;13000;14470;18140;19990;23330;28020;2,9;3,4;0,243;66,6;59,2;5,2;2,2;21,5;3,7;18,1;5,4;8,7;4,0;-9,9;0
590090505;37,8;11060;15600;21560;0,67;8020;10200;11970;13820;17680;20520;22790;27630;3,4;4,4;0,283;66,1;58,4;4,5;3,2;21,3;4,7;18,4;6,3;8,0;4,1;-10,5;0
590090601;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
590090602;s;16790;22010;31820;0,68;12950;15920;17920;19710;25900;29540;34320;43300;3,3;3,9;0,278;65,3;60,5;2,8;2,0;36,4;7,7;7,4;2,1;3,8;1,5;-16,8;0
590090603;38,5;11690;14840;19890;0,55;9140;10850;12280;13590;16630;18770;21010;25680;2,8;3,2;0,231;62,9;55,8;6,2;0,9;17,8;2,8;25,2;7,3;12,0;5,9;-8,7;0
590090701;53,4;10420;13070;17100;0,51;8800;9880;11010;11930;14450;16020;18150;21030;2,4;2,8;0,205;57,5;49,5;6,9;1,1;10,7;1,3;36,8;9,9;18,3;8,6;-6,3;0
590090703;s;11510;14490;18830;0,51;9140;10720;12180;13450;16100;17850;19840;23300;2,5;3,1;0,221;68,0;60,0;6,2;1,8;11,3;1,5;27,6;5,7;15,1;6,8;-8,4;0
590090704;35,9;11820;15370;20180;0,54;9370;10880;12630;14060;17140;19160;21590;24750;2,6;3,0;0,220;68,9;63,3;5,0;0,6;16,2;2,0;22,2;5,8;11,0;5,4;-9,3;0
590090705;32,3;12600;15700;21940;0,59;9730;11530;13160;14420;17820;20220;23310;29010;3,0;3,4;0,243;67,5;62,3;4,0;1,2;21,4;3,3;19,0;5,1;9,4;4,5;-11,2;0
590110101;9,6;18480;24080;31040;0,52;13560;17240;19730;21900;26220;29100;32880;38620;2,8;3,4;0,237;83,3;76,6;2,4;4,3;22,1;5,7;5,2;2,4;2,0;0,8;-16,3;0
590110102;13,5;16110;21280;26460;0,49;12050;15080;17190;19090;23310;25340;27960;32410;2,7;3,0;0,219;66,3;62,2;2,8;1,3;34,2;4,2;7,4;2,4;3,5;1,5;-12,1;0
590110103;9,1;17920;23080;29130;0,49;13940;16910;19060;21140;25280;27650;31300;37550;2,7;3,2;0,230;77,7;69,7;3,1;4,9;26,4;6,0;4,8;2,0;2,0;0,8;-14,9;0
590140101;32,3;12380;16070;20370;0,50;9640;11400;13090;14640;18000;19540;21340;24890;2,6;2,9;0,210;60,7;55,9;4,4;0,4;24,0;2,6;20,7;6,6;10,0;4,1;-8,0;0
590140102;30,1;12710;16120;20820;0,50;10100;11930;13430;14670;17790;19590;22150;27120;2,7;3,3;0,239;58,3;51,6;3,5;3,2;27,2;5,0;18,9;4,6;9,9;4,4;-9,4;0
590140103;32,8;12430;15760;20380;0,50;10160;11900;13040;14120;17730;19230;21840;24790;2,4;2,7;0,199;60,7;55,2;4,5;1,0;23,6;2,4;22,0;5,7;12,0;4,3;-8,7;0
590140104;25,8;13380;17310;22520;0,53;10580;12300;13980;15350;19040;21130;23880;28080;2,7;3,3;0,237;66,7;60,8;3,7;2,2;23,2;4,2;16,2;5,2;7,6;3,4;-10,3;0
590140105;32,5;12170;15880;21020;0,56;9690;11330;13100;14360;17780;19730;22700;26950;2,8;3,2;0,236;55,9;49,7;4,1;2,1;29,5;2,8;21,1;4,6;11,3;5,2;-9,3;0
590140106;25,5;13310;17630;22830;0,54;9930;12470;14060;15810;19220;21460;24160;28460;2,9;3,5;0,248;68,4;61,2;3,4;3,8;24,3;3,6;15,1;3,6;8,1;3,4;-11,4;0
590170101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
590170102;28,5;13020;17410;22640;0,55;10310;12220;13660;15260;19420;21750;23800;28000;2,7;3,0;0,220;69,0;64,5;3,8;0,7;23,1;3,8;13,7;4,7;6,1;2,9;-9,6;0
590170103;28,7;13020;17740;22930;0,56;10270;12330;13720;15560;19810;21880;24310;28660;2,8;3,2;0,233;73,0;67,7;3,7;1,6;18,8;3,8;15,1;5,2;6,8;3,1;-10,7;0
590170201;21,5;13920;18080;23000;0,50;11340;13180;14580;16270;19940;22080;24450;28050;2,5;2,8;0,203;63,6;59,5;3,4;0,7;27,3;4,1;14,8;5,6;6,3;2,9;-9,8;0
590170202;18,0;15250;20500;25450;0,50;11640;14010;16630;18850;22250;24420;26690;30830;2,6;3,0;0,213;73,0;69,7;2,4;0,9;24,7;4,1;10,1;3,9;4,2;2,0;-11,9;0
590170301;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
590170303;29,3;12680;16870;22660;0,59;9890;11810;13600;15390;19130;21460;24530;28900;2,9;3,3;0,239;62,3;56,0;3,9;2,4;27,8;3,2;17,1;4,4;8,6;4,1;-10,4;0
590170304;24,4;13530;18020;21820;0,46;9810;12320;14280;16150;19500;21090;23000;26750;2,7;3,0;0,215;69,6;64,2;3,4;2,0;20,7;4,1;15,1;4,6;7,4;3,1;-9,5;0
590170305;21,9;14110;18500;23520;0,51;10310;13000;14740;16850;20400;22240;24800;29520;2,9;3,8;0,272;67,1;61,4;3,5;2,2;20,2;3,2;11,6;3,1;5,9;2,6;-2,1;0
590170401;27,2;13050;17010;21990;0,53;10360;12230;13770;15170;18870;20820;23390;26780;2,6;2,9;0,212;57,2;52,4;3,8;1,0;31,7;3,8;16,4;4,2;8,4;3,8;-9,1;0
590170402;25,4;13300;18250;24730;0,63;9710;12310;14330;16290;20240;22900;26840;33510;3,5;4,7;0,307;66,8;61,0;3,7;2,1;23,6;10,4;12,9;2,5;6,9;3,5;-13,7;0
590170403;19,9;14480;20090;27480;0,65;10890;13470;15580;17940;22360;25440;29660;37510;3,4;4,6;0,306;62,6;55,4;3,0;4,2;33,1;11,7;9,2;2,4;4,5;2,3;-16,6;0
590280101;25,5;13340;17290;22000;0,50;10250;12480;13950;15590;18840;20880;23670;27070;2,6;3,0;0,218;62,2;56,5;5,0;0,7;29,5;2,0;15,6;4,4;7,8;3,4;-9,3;1
590280102;19,8;14430;19110;24190;0,51;11320;13450;15300;17200;21110;23060;25600;30640;2,7;3,1;0,223;63,5;57,9;3,4;2,2;33,1;3,8;10,3;3,7;4,7;1,9;-10,7;1
590280103;25,2;13420;17060;21720;0,49;11080;12680;14030;15350;18890;20590;23190;27010;2,4;2,7;0,203;63,9;58,4;4,6;0,9;27,0;2,1;15,8;5,4;7,5;2,9;-8,8;1
590320101;18,3;14760;19330;25040;0,53;10890;13860;15810;17500;20900;23430;26400;30910;2,8;3,2;0,224;67,6;62,7;3,1;1,8;29,9;3,9;10,1;2,9;4,9;2,3;-11,5;1
590320102;27,1;12890;16810;21970;0,54;9800;11710;13830;15200;18630;20860;23550;27160;2,8;3,2;0,224;56,7;51,4;3,4;1,9;33,9;2,2;16,3;3,8;8,4;4,1;-9,1;1
590320103;12,2;16680;21620;28340;0,54;12930;15290;17630;19710;24150;26880;30760;35920;2,8;3,5;0,250;73,6;66,9;2,5;4,2;28,4;6,6;6,1;1,9;3,0;1,2;-14,7;1
590330101;23,8;13600;17660;22270;0,49;10770;13070;14290;16060;19370;21410;23330;27220;2,5;2,9;0,209;59,0;54,3;4,0;0,7;33,4;4,1;13,0;4,1;6,5;2,4;-9,5;1
590330102;21,0;14310;18540;23430;0,49;10740;13270;15320;16890;20340;22190;24750;28700;2,7;3,0;0,215;63,9;57,8;3,1;3,0;31,1;3,3;12,3;4,3;5,6;2,4;-10,6;1
590330103;24,5;13520;17420;23780;0,59;10420;12760;14420;15800;19870;22290;25270;30140;2,9;3,4;0,245;57,7;50,3;3,3;4,1;37,2;4,7;11,5;3,1;5,8;2,6;-11,1;1
590330104;29,9;12670;17150;22810;0,59;9420;11550;13450;15050;19280;21480;24460;28500;3,0;3,5;0,248;61,2;53,2;4,2;3,8;28,9;3,9;16,8;3,4;9,6;3,8;-10,8;1
590330105;24,8;13450;17530;22880;0,54;10300;12550;14090;15850;19250;21450;24880;28890;2,8;3,3;0,240;55,0;49,9;3,4;1,7;37,5;4,6;13,6;2,1;8,2;3,3;-10,7;1
590360101;38,6;11520;15200;20330;0,58;8920;10730;12280;13620;16920;19130;21840;26900;3,0;3,5;0,251;47,9;41,7;3,8;2,4;32,7;5,6;23,3;4,7;13,5;5,1;-9,5;1
590360102;34,9;11770;16300;22540;0,66;9400;11080;12690;14460;18670;21010;24250;29810;3,2;4,1;0,289;57,9;49,7;3,7;4,5;27,6;7,6;18,6;2,7;11,0;4,9;-11,7;1
590430101;s;16480;22220;28400;0,54;12410;15550;17590;20080;24590;26970;29990;35800;2,9;3,4;0,242;67,5;60,4;2,7;4,4;32,5;8,1;6,0;1,9;2,9;1,2;-14,1;0
590430201;11,8;17260;21710;26290;0,42;12850;15850;18220;19940;23470;25350;28000;32360;2,5;2,9;0,208;63,8;57,4;3,1;3,3;34,3;7,5;6,8;2,4;3,2;1,2;-12,4;0
590430301;s;17650;22680;28310;0,47;13700;16520;18770;20800;24720;26880;29760;35640;2,6;2,9;0,209;72,9;65,1;2,7;5,1;28,1;7,4;5,7;2,4;2,5;0,8;-14,1;0
590430401;11,6;17070;21980;27680;0,48;12940;15840;18200;20290;24140;26330;28950;33280;2,6;3,1;0,221;66,2;60,3;3,1;2,8;33,0;7,3;6,6;1,8;3,5;1,3;-13,1;0
590430501;7,5;18930;24480;30670;0,48;14300;17480;20190;22140;26600;29200;32520;38140;2,7;3,3;0,236;74,5;66,4;2,1;6,0;27,5;9,5;4,6;1,9;2,0;0,7;-16,1;0
590510101;16,6;15480;19850;25340;0,50;11790;14340;16230;18190;21740;23990;26850;32440;2,8;3,3;0,239;71,9;63,3;3,5;5,1;26,6;5,6;9,0;2,5;4,4;2,1;-13,1;1
590510102;15,1;16150;20560;25840;0,47;12120;14670;17010;18630;22620;24870;27290;31420;2,6;3,0;0,211;70,0;64,8;2,8;2,4;28,4;4,0;9,3;3,2;4,3;1,8;-11,7;1
590520101;10,4;17000;21270;26980;0,47;13290;15780;17810;19840;23580;25600;28290;33040;2,5;2,8;0,205;71,6;65,8;2,8;3,0;31,2;3,9;5,9;2,5;2,3;1,1;-12,6;1
590520102;11,6;16790;21890;27470;0,49;13130;15740;17710;19730;23910;26100;28990;33980;2,6;3,0;0,216;73,8;68,9;2,5;2,4;28,3;4,3;6,8;2,6;3,1;1,1;-13,2;1
590790101;s;14030;19110;25360;0,59;10250;12830;15200;16980;21120;23840;26660;30740;3,0;3,3;0,233;63,4;58,8;3,6;1,0;32,8;4,8;10,4;2,9;5,3;2,2;-11,4;1
590790102;s;11320;14710;18710;0,50;9300;10670;11920;13290;16030;17810;20320;23780;2,6;2,7;0,207;52,6;s;s;s;24,1;2,5;27,8;8,6;13,3;5,9;-7,0;1
590790103;26,8;13100;17130;22030;0,52;10050;12260;14070;15470;19000;20930;23730;27790;2,8;3,2;0,224;63,5;57,8;4,1;1,6;27,4;3,3;15,5;5,0;7,4;3,1;-9,7;1
590900101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
590900102;s;21720;29960;41040;0,64;15460;19760;23480;26870;33100;38220;44940;59440;3,8;5,2;0,333;78,8;67,7;3,0;8,1;22,1;19,7;2,8;1,1;1,2;0,5;-23,4;1
590900103;s;21020;30000;41660;0,69;15630;19220;22940;26140;34250;39380;45280;59630;3,8;5,0;0,320;67,0;58,6;2,8;5,6;33,6;18,4;2,5;1,2;0,9;0,4;-21,5;1
590900104;s;25110;35360;50720;0,72;16150;21670;27910;31390;39940;46700;55640;80330;5,0;11,3;0,520;77,8;70,9;1,4;5,5;15,1;28,4;1,5;0,6;0,6;0,3;-22,8;1
590940101;24,4;13530;17370;22620;0,52;10570;12970;14290;15840;19280;21470;24060;28770;2,7;3,3;0,242;66,6;59,6;4,0;3,0;23,7;7,6;14,2;3,6;7,0;3,6;-12,1;1
590940102;16,2;15070;19240;24400;0,49;12460;14120;15790;17720;21390;23470;26250;31110;2,5;2,8;0,212;68,8;63,7;3,3;1,8;29,0;5,4;8,5;3,5;3,4;1,6;-11,7;1
590940103;14,0;15960;20610;25690;0,47;12650;14730;16650;18780;22300;24300;26770;32160;2,5;3,0;0,216;64,4;57,8;2,6;4,0;36,0;5,9;6,2;2,6;2,7;0,9;-12,5;1
591120101;s;11570;14850;19770;0,55;9090;10720;12190;13510;16000;18360;20920;24450;2,7;3,0;0,217;52,8;46,1;6,0;0,7;27,1;3,4;24,0;6,5;12,4;5,1;-7,3;0
591120102;26,3;13230;17830;23760;0,59;10370;12450;14250;16080;20170;22400;25330;29140;2,8;3,3;0,233;67,2;62,1;3,6;1,5;26,7;4,5;12,3;4,4;5,5;2,4;-10,7;0
591120103;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
591120104;26,2;13200;18130;23090;0,55;10570;12290;14180;16030;19680;21920;24180;28390;2,7;3,2;0,223;63,5;58,1;3,4;2,0;27,4;5,2;13,7;4,6;6,6;2,5;-9,8;0
591120105;28,5;12870;16580;22270;0,57;10210;12100;13660;15110;18490;21000;23860;27960;2,7;3,1;0,224;58,0;52,1;3,9;2,0;29,9;4,2;16,5;3,9;8,7;3,9;-8,6;0
591120106;28,6;12800;17050;21630;0,52;9850;11860;13740;15440;18880;20610;23340;27360;2,8;3,2;0,224;65,4;58,0;4,4;3,0;24,0;2,9;17,2;5,4;8,4;3,4;-9,5;0
591220101;21,2;14130;18630;24710;0,57;10570;13250;15100;16920;20370;22950;26480;32120;3,0;4,1;0,285;65,5;56,8;3,8;4,9;28,9;7,2;11,1;2,2;6,3;2,6;-12,7;0
591220102;27,3;13130;17970;23670;0,59;10360;12270;13870;15630;20090;22070;25920;31730;3,1;3,8;0,271;62,1;53,4;4,5;4,2;30,3;6,1;13,5;3,1;7,2;3,2;-12,0;0
591220103;21,5;14070;18600;24320;0,55;10180;12970;14870;16790;20580;23090;26240;31380;3,1;3,5;0,246;63,1;57,1;3,5;2,5;31,1;5,1;12,3;2,6;6,8;2,9;-11,6;0
591220104;s;13010;17090;22410;0,55;9940;11920;14050;15630;18870;21060;24410;28440;2,9;3,3;0,233;66,7;60,4;4,8;1,5;23,3;3,4;17,0;4,3;9,0;3,7;-10,4;0
591220105;s;16040;20300;25080;0,45;12170;14700;16910;18640;21880;24010;26160;30600;2,5;2,8;0,203;58,8;54,5;2,9;1,4;40,6;5,1;6,7;2,7;3,1;0,9;-11,2;0
591220106;19,0;14920;19820;25130;0,52;11220;13540;16010;17810;21820;23940;26740;30910;2,8;3,1;0,220;60,1;55,3;3,2;1,6;37,3;4,3;9,3;2,8;4,8;1,7;-11,0;0
591220107;16,1;15510;21030;28380;0,61;11810;14250;16670;18780;23370;26650;30610;36970;3,1;4,0;0,281;69,4;61,4;2,8;5,2;29,8;8,6;8,0;2,4;4,0;1,6;-15,8;0
591220108;28,6;12690;18400;27170;0,79;9470;11530;13680;15490;21120;25010;29850;41410;4,4;6,2;0,372;58,9;47,5;3,6;7,8;31,3;14,6;12,4;1,6;7,3;3,5;-17,2;0
591220109;23,2;13830;19770;29130;0,77;10030;12760;14640;16990;22670;26830;32520;42490;4,2;6,0;0,368;64,7;52,3;3,1;9,3;30,9;12,8;10,3;1,5;5,9;2,9;-18,7;0
591220110;16,9;15100;20260;26830;0,58;11400;14090;16190;18220;22430;25220;28590;36110;3,2;4,1;0,286;59,5;52,7;2,5;4,3;37,9;8,8;8,5;2,0;4,7;1,8;-14,7;0
591220113;16,0;15520;20800;27340;0,57;11810;14230;16520;18800;22830;25820;28840;35830;3,0;3,5;0,248;66,8;58,9;3,2;4,7;32,7;5,9;8,4;2,8;4,2;1,4;-13,8;0
591220114;23,3;13780;18540;24750;0,59;10290;12580;14640;16620;20640;23540;26970;32130;3,1;3,5;0,250;64,9;58,4;3,9;2,6;28,9;5,4;12,6;3,3;6,6;2,7;-11,8;0
591310101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
591310102;s;17650;22030;26460;0,40;14400;16760;18600;20170;23790;25430;28300;33420;2,3;2,7;0,196;75,3;69,8;3,0;2,5;28,6;4,0;5,1;2,2;2,2;0,7;-13,0;1
591310103;s;15740;21310;27180;0,54;11840;14440;17280;19390;23580;25780;28410;33460;2,8;3,3;0,229;68,4;62,2;2,6;3,6;31,5;4,6;8,3;3,0;3,7;1,6;-12,8;1
